,CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,Year,Endemicity,PopReq,PopTrg,PopTreat,Cov,EpiCov,MDA_scheme,Endemicity_ID,PopTot,PopPreSAC,PopSAC,PopAdult,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
65,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Ombadja,2115,0,ADM2,Ombadja,2115,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,425508,58039,118461,233263,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,MDA 3,T1
66,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Bailundo,2116,0,ADM2,Bailundo,2116,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,417911,57003,116346,229099,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
67,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Caala,2120,0,ADM2,Caala,2120,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,397050,54158,110539,217663,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
68,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Ekunha,2118,0,ADM2,Ekunha,2118,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,117133,15977,32610,64212,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hypo-endemic,Non-endemic,Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
69,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Huambo,2119,0,ADM2,Huambo,2119,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1012000,138036,281740,554777,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
70,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Kachiungo,2121,0,ADM2,Cachiungo,2121,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,171250,23359,47676,93879,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
71,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Londuimbali,2122,0,ADM2,Londuimbali,2122,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,190517,25987,53040,104441,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
72,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Longonjo,2123,0,ADM2,Longonjo,2123,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,130703,17828,36388,71651,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
73,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Mungo,2124,0,ADM2,Mungo,2124,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,160946,21953,44807,88231,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Meso-endemic,Non-endemic,Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
74,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Tchikala Tcholohanga,2125,0,ADM2,Tchikala Tcholohanga,2125,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,147082,20062,40948,80630,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
75,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Tchindjenje,2117,0,ADM2,Tchindjenje,2117,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,43202,5893,12027,23683,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
76,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huambo,257,Ukuma,2126,0,ADM2,Ukuma,2126,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,78125,10656,21750,42828,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
77,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Caconda,2133,0,ADM2,Caconda,2133,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,232727,31744,64791,127581,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
78,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Cacula,2214,0,ADM2,Cacula,2214,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,189956,25910,52884,104134,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Non-endemic,Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
79,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Caluquembe,2134,0,ADM2,Caluquembe,2134,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,249522,34035,69467,136788,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
80,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Chibia,2127,0,ADM2,Chibia,2127,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,264416,36066,73613,144953,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Non-endemic,Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
81,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Chicomba,2128,0,ADM2,Chicomba,2128,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,182785,24932,50887,100203,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Non-endemic,Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
82,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Chipindo,2129,0,ADM2,Chipindo,2129,2024,Endemic (under MDA),89743,69808,51778,74.17,57.7,ALB+IVM,2,89743,12241,24984,49197,3,1,1,3,2,1,0,3,0,5,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
83,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Gambos,2130,0,ADM2,Gambos,2130,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,110195,15031,30678,60409,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Non-endemic,Low prevalence (less than 10%),T2,PZQ,MDA 4,T2
84,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Humpata,2131,0,ADM2,Humpata,2131,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,123622,16862,34416,67770,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 4,T2
85,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Jamba,2132,0,ADM2,Jamba,2132,2024,Endemic (under MDA),145736,113361,56355,49.71,38.67,ALB+IVM,2,145736,19878,40573,79892,3,1,0,3,1,1,0,3,0,4,Unknown (under LF MDA),Hypo-endemic,Non-endemic,High prevalence (50% and above),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
86,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Kuvango,2136,0,ADM2,Kuvango,2136,2024,Endemic (under MDA),108922,84726,53715,63.4,49.32,ALB+IVM,2,108922,14857,30324,59711,3,1,0,3,1,1,0,3,0,4,Unknown (under LF MDA),Meso-endemic,Non-endemic,Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
87,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Lubango,2137,0,ADM2,Lubango,2137,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1076480,146832,299692,590126,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
88,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Matala,2138,0,ADM2,Matala,2138,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,364392,49703,101447,199760,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),High prevalence (50% and above),MDA 3 / T2,IVM / PZQ,MDA 3,T2
89,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Quilengues,2135,0,ADM2,Quilengues,2135,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,104471,14250,29085,57271,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Non-endemic,Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
90,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Huila,258,Quipungo,2221,0,ADM2,Quipungo,2221,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,220384,30060,61355,120815,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
91,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Belas,2212,0,ADM2,Belas,2212,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,390675,53288,108764,214168,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 1,T2
92,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Cacuaco,2140,0,ADM2,Cacuaco,2140,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1250400,170554,348111,685468,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Non-endemic,Low prevalence (less than 10%),T2,PZQ,MDA 1,T2
93,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Cazenga,2141,0,ADM2,Cazenga,2141,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1617970,220690,450441,886968,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 1,T2
94,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Icolo E Bengo,2051,0,ADM2,Icolo e bengo,2051,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,131662,17959,36655,72177,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 1,T1
96,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Kilamba Kiaxi,2143,0,ADM2,Kilamba Kiaxi,2143,2024,Endemicity unknown,0,0,0,0.0,0.0,Not delivered,99,1222890,166802,340452,670387,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Unknown,Non-endemic,Low prevalence (less than 10%),T2,PZQ,MDA 1,T2
97,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Kissama,2052,0,ADM2,Kissama,2052,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,36726,5009,10225,20133,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 1,T2
98,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Luanda,2219,0,ADM2,Luanda,2219,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1945150,265319,541530,1066330,0,0,0,0,0,0,0,0,0,5,Unknown (under LF MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
99,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Talatona,2223,0,ADM2,Talatona,2223,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,1030800,140600,286973,565082,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Unknown,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T2
100,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Luanda,259,Viana,2148,0,ADM2,Viana,2148,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,2238020,305266,623064,1226880,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Non-endemic,Low prevalence (less than 10%),T2,PZQ,MDA 1,T2
101,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Cambulo,2150,0,ADM2,Cambulo,2150,2024,Endemic (MDA not delivered),165274,0,0,0.0,0.0,Not delivered,1,165274,22543,46012,90603,1,0,0,1,1,0,0,1,0,4,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
102,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Capenda Camulemba,2151,0,ADM2,Capenda Camulemba,2151,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,80256,10947,22343,43996,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
103,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Caungula,2152,0,ADM2,Caungula,2152,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,38639,5270,10757,21182,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T3
104,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Chitato,2149,0,ADM2,Chitato,2149,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,260482,35530,72518,142796,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
105,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Cuango,2153,0,ADM2,Cuango,2153,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,252905,34496,70409,138643,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,MDA 1,T1
106,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Cuilo,2154,0,ADM2,Cuilo,2154,2024,Endemic (MDA not delivered),28880,0,0,0.0,0.0,Not delivered,1,28880,3939,8040,15832,1,0,0,1,1,0,0,1,1,4,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T1
107,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Lovua,2224,0,ADM2,Lovua,2224,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,17961,2450,5000,9846,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Unknown,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T1
108,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Lubalo,2155,0,ADM2,Lubalo,2155,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,28376,3870,7900,15556,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
109,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Lucapa,2156,0,ADM2,Lucapa,2156,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,212338,28963,59115,116404,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
110,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Norte,260,Xa-Muteba,2157,0,ADM2,Xa-Muteba,2157,2024,Endemic (MDA not delivered),66163,0,0,0.0,0.0,Not delivered,1,66163,9025,18420,36271,1,0,0,1,1,0,0,1,1,4,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
111,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Sul,261,Cacolo,2159,0,ADM2,Cacolo,2159,2024,Endemic (under MDA),44515,34626,14034,40.53,31.53,ALB+IVM,2,44515,6072,12393,24403,3,1,0,3,2,1,0,3,1,4,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
112,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Sul,261,Dala,2158,0,ADM2,Dala,2158,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,41858,5709,11653,22947,0,0,0,0,0,0,0,0,0,1,Unknown (under LF MDA),Unknown,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
113,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Sul,261,Muconda,2160,0,ADM2,Muconda,2160,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,46425,6332,12925,25450,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
114,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Lunda Sul,261,Saurimo,2161,0,ADM2,Saurimo,2161,2024,Endemic (under MDA),617486,480322,181790,37.85,29.44,ALB+IVM,2,617486,84225,171908,338506,3,1,0,3,0,1,0,3,0,5,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
115,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Caculama,2215,0,ADM2,Caculama,2215,2024,Endemic (MDA not delivered),41442,0,0,0.0,0.0,Not delivered,1,41442,5653,11537,22719,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
116,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Cacuso,2163,0,ADM2,Cacuso,2163,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,98384,13420,27390,53934,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
117,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Cahombo,2162,0,ADM2,Cahombo,2162,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,29606,4038,8242,16230,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,T1,T1
118,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Cambundi Catembo,2165,0,ADM2,Cambundi Catembo,2165,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,63739,8694,17745,34942,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
119,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Cangandala,2166,0,ADM2,Cangandala,2166,2024,Endemic (MDA not delivered),62098,0,0,0.0,0.0,Not delivered,1,62098,8470,17288,34042,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
120,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Kalandula,2164,0,ADM2,Kalandula,2164,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,110676,15096,30812,60673,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
121,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Khela,2222,0,ADM2,Khela,2222,2024,Endemic (MDA not delivered),28832,0,0,0.0,0.0,Not delivered,1,28832,3933,8027,15806,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
122,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Kiwaba N'Zogi,2169,0,ADM2,Kiwaba N'Zogi,2169,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,21856,2981,6085,11981,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
124,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Kunda-Ia-Baze,2170,0,ADM2,Kunda-ia-Baze,2170,2024,Endemic (MDA not delivered),17370,0,0,0.0,0.0,Not delivered,1,17370,2369,4836,9522,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
126,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Luquembo,2171,0,ADM2,Luquembo,2171,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,75532,10303,21028,41407,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
127,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Malanje,2172,0,ADM2,Malanje,2172,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,697573,95149,194204,382410,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
128,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Marimba,2173,0,ADM2,Marimba,2173,2024,Endemic (MDA not delivered),36032,0,0,0.0,0.0,Not delivered,1,36032,4915,10031,19753,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
129,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Massango,2174,0,ADM2,Massango,2174,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,45304,6179,12613,24836,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
130,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Malanje,262,Quirima,2168,0,ADM2,Quirima,2168,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,29087,3967,8098,15945,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
131,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Moxico,263,Alto Zambeze,2176,0,ADM2,Alto zambeze,2176,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,153314,20912,42683,84047,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 1,T1
132,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Moxico,263,Camanongue,2177,0,ADM2,Camanongue,2177,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,47234,6443,13150,25894,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T2
