,CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,Year,Endemicity,PopReq,PopTrg,PopTreat,Cov,EpiCov,MDA_scheme,Endemicity_ID,PopTot,PopPreSAC,PopSAC,PopAdult,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
0,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Ambriz,2049,0,ADM2,Ambriz,2049,2024,Endemic (under MDA),34257,26646,17069,64.06,49.83,ALB+IVM,2,34257,4673,9537,18780,2,1,0,2,0,1,0,2,0,5,Unknown (under LF MDA),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
1,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Bula Atumba,2088,0,ADM2,Bula atumba,2088,2024,Endemic (under MDA),20294,15786,11657,73.84,57.44,ALB+IVM,2,20294,2768,5650,11125,3,1,1,3,3,1,0,3,1,4,Unknown (under LF MDA),Hyper-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
2,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Dande,2050,0,ADM2,Dande,2050,2024,Endemic (under MDA),335636,261079,146840,56.24,43.75,ALB+IVM,2,335636,45781,93441,183996,1,1,0,1,0,1,0,1,0,5,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
3,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Dembos,2089,0,ADM2,Dembos,2089,2024,Endemic (under MDA),45336,35264,13060,37.03,28.81,ALB+IVM,2,45336,6184,12622,24853,3,1,0,3,0,1,0,3,0,5,Unknown (under LF MDA),Hyper-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
4,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Nambuangongo,2053,0,ADM2,Nambuangongo,2053,2024,Endemic (under MDA),91827,71431,46674,65.34,50.83,ALB+IVM,2,91827,12525,25565,50340,3,1,1,3,2,1,0,3,0,4,Unknown (under LF MDA),Hyper-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
5,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bengo,249,Pango Aluquem,2096,0,ADM2,Pango aluquem,2096,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,10566,1441,2942,5792,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hyper-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
6,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Baia Farta,2054,0,ADM2,Baia farta,2054,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,145151,19799,40410,79572,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Non-endemic,Moderate prevalence (10%-49%),T2,PZQ,Not requiring,T2
7,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Balombo,2055,0,ADM2,Balombo,2055,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,146663,20005,40831,80401,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,Not requiring,T2
8,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Benguela,2056,0,ADM2,Benguela,2056,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,756129,103136,210506,414510,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T2
9,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Bocoio,2057,0,ADM2,Bocoio,2057,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,221660,30234,61710,121514,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,Not requiring,T2
10,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Caimbambo,2061,0,ADM2,Caimbambo,2061,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,122266,16677,34039,67026,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,Not requiring,T2
11,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Catumbela,2216,0,ADM2,Catumbela,2216,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,236628,32276,65877,129719,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Non-endemic,Non-endemic,Not requiring,Not requiring,Not requiring,T2
12,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Chongoroi,2058,0,ADM2,Chongoroi,2058,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,117475,16024,32705,64400,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Non-endemic,Moderate prevalence (10%-49%),T2,PZQ,MDA 4,T2
13,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Cubal,2059,0,ADM2,Cubal,2059,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,411370,56111,114525,225513,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 4,T2
14,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Ganda,2060,0,ADM2,Ganda,2060,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,316956,43233,88241,173755,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 4,T2
15,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Benguela,250,Lobito,2062,0,ADM2,Lobito,2062,2024,Endemic (MDA not delivered),529071,0,0,0.0,0.0,Not delivered,1,529071,72165,147293,290037,1,0,0,1,0,0,0,1,0,5,Unknown (under LF MDA),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 4,ALBx2,MDA 4,T2
16,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Andulo,2063,0,ADM2,Andulo,2063,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,362559,49453,100936,198755,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,T2
17,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Camacupa,2066,0,ADM2,Camacupa,2066,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,217578,29678,60574,119276,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
18,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Catabola,2067,0,ADM2,Catabola,2067,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,177840,24257,49511,97492,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
19,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Chinguar,2064,0,ADM2,Chinguar,2064,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,181685,24782,50581,99600,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,T2
20,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Chitembo,2065,0,ADM2,Chitembo,2065,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,109760,14971,30557,60170,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 1,T2
21,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Cuemba,2068,0,ADM2,Cuemba,2068,2024,Endemic (under MDA),79998,62229,27610,44.37,34.51,ALB+IVM,2,79998,10912,22271,43855,1,1,0,1,0,1,0,1,0,5,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
22,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Cunhinga,2070,0,ADM2,Cunhinga,2070,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,103681,14142,28865,56838,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,T2
23,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Kuito,2069,0,ADM2,Kuito,2069,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,633212,86370,176286,347127,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
24,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Bie,251,Nharea,2071,0,ADM2,Nharea,2071,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,177428,24201,49396,97266,0,0,0,0,0,0,0,0,0,0,Endemic (MDA not delivered),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
25,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cabinda,252,Belize,2072,0,ADM2,Belize,2072,2024,Endemic (MDA not delivered),26660,0,0,0.0,0.0,Not delivered,1,26660,3636,7422,14615,2,0,0,2,0,0,0,2,0,5,Unknown (under LF MDA),Hyper-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 4,ALBx2,MDA 4,T2
26,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cabinda,252,Buco Zau,2073,0,ADM2,Buco zau,2073,2024,Endemic (MDA not delivered),44693,0,0,0.0,0.0,Not delivered,1,44693,6096,12443,24501,2,0,0,2,1,0,0,2,1,4,Unknown (under LF MDA),Hyper-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
27,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cabinda,252,Cabinda,2074,0,ADM2,Cabinda,2074,2024,Endemic (MDA not delivered),851341,0,0,0.0,0.0,Not delivered,1,851341,116123,237013,466705,1,0,0,1,0,0,0,1,0,5,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
28,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cabinda,252,Cacongo,2213,0,ADM2,Cacongo,2213,2024,Endemic (MDA not delivered),53257,0,0,0.0,0.0,Not delivered,1,53257,7264,14827,29195,2,0,0,2,0,0,0,2,0,5,Unknown (under LF MDA),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
29,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Calai,2078,0,ADM2,Calai,2078,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,31279,4266,8708,17147,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
30,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Cuangar,2076,0,ADM2,Cuangar,2076,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,39294,5360,10939,21541,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
31,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Cuchi,2079,0,ADM2,Cuchi,2079,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,59335,8093,16519,32527,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hyper-endemic,Non-endemic,Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
32,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Cuito Cuanavale,2080,0,ADM2,Kuito kuanavale,2080,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,56374,7689,15695,30904,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
33,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Dirico,2077,0,ADM2,Dirico,2077,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,20885,2849,5814,11449,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
34,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Mavinga,2081,0,ADM2,Mavinga,2081,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,37551,5122,10454,20585,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
35,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Menongue,2082,0,ADM2,Menongue,2082,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,443092,60438,123357,242903,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
36,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Nancova,2083,0,ADM2,Nankova,2083,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,3861,527,1075,2117,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Meso-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,T3
37,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuando Cubango,253,Rivungo,2084,0,ADM2,Rivungo,2084,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,45636,6225,12705,25018,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Unknown,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T3
38,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Ambaca,2085,0,ADM2,Ambaca,2085,2024,Endemic (under MDA),84236,65524,31722,48.41,37.66,ALB+IVM,2,84236,11490,23451,46178,3,1,0,3,0,1,0,3,0,5,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
39,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Banga,2086,0,ADM2,Banga,2086,2024,Endemic (under MDA),14120,10983,7957,72.45,56.35,ALB+IVM,2,14120,1926,3931,7741,3,1,1,3,1,1,0,3,0,5,Endemic (under MDA),Meso-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
40,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Bolongongo,2087,0,ADM2,Bolongongo,2087,2024,Endemic (under MDA),17756,13810,6614,47.89,37.25,ALB+IVM,2,17756,2422,4943,9734,3,1,0,3,0,1,0,3,0,5,Endemic (under MDA),Hyper-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
41,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Golungo Alto,2090,0,ADM2,Golungo alto,2090,2024,Endemic (under MDA),46142,35891,21752,60.61,47.14,ALB+IVM,2,46142,6294,12846,25295,3,1,0,3,1,1,0,3,0,5,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
42,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Kambambe,2091,0,ADM2,Cambambe,2091,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,123780,16884,34460,67856,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 4,T1
43,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Kazengo,2092,0,ADM2,Cazengo,2092,2024,Endemic (under MDA),234210,182185,104510,57.36,44.62,ALB+IVM,2,234210,31946,65204,128394,3,1,0,3,0,1,0,3,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
44,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Kiculungo,2093,0,ADM2,Kiculungo,2093,2024,Endemic (under MDA),13272,10323,6106,59.15,46.01,ALB+IVM,2,13272,1810,3695,7276,3,1,0,3,0,1,0,3,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
45,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Lukala,2094,0,ADM2,Lucala,2094,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,30922,4218,8609,16951,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
46,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Ngonguembo,2217,0,ADM2,Gonguembo,2217,2024,Endemic (under MDA),10330,8037,4171,51.9,40.38,ALB+IVM,2,10330,1409,2876,5663,3,1,0,3,0,1,0,3,0,5,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
47,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Norte,254,Samba Caju,2097,0,ADM2,Samba caju,2097,2024,Endemic (under MDA),29891,23251,14704,63.24,49.19,ALB+IVM,2,29891,4077,8322,16386,3,1,0,3,0,1,0,3,0,5,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
48,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Amboim,2098,0,ADM2,Amboim,2098,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,332511,45355,92571,182283,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
49,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Cassongue,2100,0,ADM2,Cassongue,2100,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,208354,28419,58006,114220,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
50,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Cela,2167,0,ADM2,Cela,2167,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,309302,42189,86110,169559,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
51,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Conda,2103,0,ADM2,Conda,2103,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,122720,16739,34165,67275,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
52,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Ebo,2099,0,ADM2,Ebo,2099,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,226474,30891,63050,124153,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
53,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Kibala,2101,0,ADM2,Kibala,2101,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,194831,26575,54241,106806,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,MDA 3,T1
54,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Kilenda,2102,0,ADM2,Kilenda,2102,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,133925,18267,37285,73418,0,0,0,0,0,0,0,0,0,0,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
55,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Libolo,2104,0,ADM2,Libolo,2104,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,126273,17224,35154,69223,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 3,T1
56,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Mussende,2105,0,ADM2,Mussende,2105,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113209,15442,31517,62061,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
57,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Porto Amboim,2106,0,ADM2,Porto amboim,2106,2024,Endemic (under MDA),172767,134388,65863,49.01,38.12,ALB+IVM,2,172767,23565,48098,94711,3,1,0,3,2,1,0,3,0,4,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
58,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Seles,2107,0,ADM2,Seles,2107,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,256645,35006,71450,140693,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
59,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cuanza Sul,255,Sumbe,2108,0,ADM2,Sumbe,2108,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,383975,52374,106899,210495,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
60,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Cahama,2110,0,ADM2,Cahama,2110,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,97755,13334,27215,53589,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
61,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Cuanhama,2113,0,ADM2,Cuanhama,2113,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,522569,71278,145483,286472,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
62,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Curoca,2111,0,ADM2,Curoca,2111,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,57327,7819,15960,31427,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Non-endemic,Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
63,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Cuvelai,2112,0,ADM2,Cuvelai,2112,2024,Endemicity unknown,0,0,0,0.0,0.0,Not delivered,99,80086,10924,22296,43903,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
64,Africa,Middle Africa,AFRO,Angola,2,AO,AO,AGO,Cunene,256,Namacunde,2114,0,ADM2,Namacunde,2114,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,198194,27034,55177,108650,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
